order_details_id,order_id,order_time,item_id,order_date
3386,1498,11:25:10 AM,106,26-01-2023
3387,1499,11:33:33 AM,109,26-01-2023
3388,1500,11:52:57 AM,108,26-01-2023
3389,1500,11:52:57 AM,111,26-01-2023
3390,1500,11:52:57 AM,120,26-01-2023
3391,1500,11:52:57 AM,122,26-01-2023
3392,1501,12:03:55 PM,102,26-01-2023
3393,1501,12:03:55 PM,125,26-01-2023
3394,1501,12:03:55 PM,113,26-01-2023
3395,1501,12:03:55 PM,122,26-01-2023
3396,1502,12:04:48 PM,125,26-01-2023
3397,1502,12:04:48 PM,NULL,26-01-2023
3398,1503,12:10:49 PM,117,26-01-2023
3399,1504,12:44:38 PM,107,26-01-2023
3400,1504,12:44:38 PM,102,26-01-2023
3401,1504,12:44:38 PM,102,26-01-2023
3402,1504,12:44:38 PM,126,26-01-2023
3403,1504,12:44:38 PM,128,26-01-2023
3404,1504,12:44:38 PM,113,26-01-2023
3405,1504,12:44:38 PM,113,26-01-2023
3406,1504,12:44:38 PM,105,26-01-2023
3407,1504,12:44:38 PM,130,26-01-2023
3408,1504,12:44:38 PM,106,26-01-2023
3409,1505,12:47:34 PM,115,26-01-2023
3410,1505,12:47:34 PM,102,26-01-2023
3411,1505,12:47:34 PM,108,26-01-2023
3412,1505,12:47:34 PM,132,26-01-2023
3413,1506,12:56:04 PM,114,26-01-2023
3414,1507,1:02:45 PM,119,26-01-2023
3415,1508,1:03:59 PM,124,26-01-2023
3416,1509,1:08:25 PM,102,26-01-2023
3417,1509,1:08:25 PM,126,26-01-2023
3418,1509,1:08:25 PM,127,26-01-2023
3419,1509,1:08:25 PM,112,26-01-2023
3420,1509,1:08:25 PM,120,26-01-2023
3421,1510,1:15:18 PM,125,26-01-2023
3422,1511,1:24:17 PM,124,26-01-2023
3423,1512,1:27:32 PM,119,26-01-2023
3424,1513,1:46:01 PM,113,26-01-2023
3425,1513,1:46:01 PM,113,26-01-2023
3426,1514,1:51:21 PM,107,26-01-2023
3427,1514,1:51:21 PM,120,26-01-2023
3428,1515,1:52:36 PM,129,26-01-2023
3429,1516,1:54:36 PM,113,26-01-2023
3430,1516,1:54:36 PM,120,26-01-2023
3431,1517,1:56:01 PM,105,26-01-2023
3432,1518,2:00:13 PM,117,26-01-2023
3433,1519,2:21:10 PM,114,26-01-2023
3434,1520,2:25:20 PM,102,26-01-2023
3435,1520,2:25:20 PM,103,26-01-2023
3436,1521,2:32:57 PM,109,26-01-2023
3437,1521,2:32:57 PM,120,26-01-2023
3438,1522,2:35:32 PM,107,26-01-2023
3439,1522,2:35:32 PM,108,26-01-2023
3440,1522,2:35:32 PM,108,26-01-2023
3441,1522,2:35:32 PM,117,26-01-2023
3442,1523,2:38:13 PM,119,26-01-2023
3443,1524,2:47:17 PM,132,26-01-2023
3444,1525,2:47:46 PM,118,26-01-2023
3445,1526,2:55:06 PM,106,26-01-2023
3446,1527,3:14:30 PM,116,26-01-2023
3447,1527,3:14:30 PM,126,26-01-2023
3448,1528,3:24:38 PM,NULL,26-01-2023
3449,1529,3:35:32 PM,118,26-01-2023
3450,1529,3:35:32 PM,114,26-01-2023
3451,1530,3:49:09 PM,125,26-01-2023
3452,1530,3:49:09 PM,128,26-01-2023
3453,1531,3:58:50 PM,109,26-01-2023
3454,1532,4:04:46 PM,107,26-01-2023
3455,1532,4:04:46 PM,113,26-01-2023
3456,1533,4:08:02 PM,101,26-01-2023
3457,1533,4:08:02 PM,112,26-01-2023
3458,1534,4:21:23 PM,128,26-01-2023
3459,1534,4:21:23 PM,130,26-01-2023
3460,1534,4:21:23 PM,114,26-01-2023
3461,1535,4:38:21 PM,101,26-01-2023
3462,1535,4:38:21 PM,125,26-01-2023
3463,1535,4:38:21 PM,127,26-01-2023
3464,1535,4:38:21 PM,131,26-01-2023
3465,1536,4:52:11 PM,116,26-01-2023
3466,1536,4:52:11 PM,113,26-01-2023
3467,1536,4:52:11 PM,120,26-01-2023
3468,1537,5:04:54 PM,104,26-01-2023
3469,1538,5:06:36 PM,103,26-01-2023
3470,1538,5:06:36 PM,130,26-01-2023
3471,1538,5:06:36 PM,131,26-01-2023
3472,1539,6:03:43 PM,124,26-01-2023
3473,1539,6:03:43 PM,117,26-01-2023
3474,1539,6:03:43 PM,106,26-01-2023
3475,1540,6:08:56 PM,127,26-01-2023
3476,1540,6:08:56 PM,121,26-01-2023
3477,1541,6:10:06 PM,106,26-01-2023
3478,1542,6:37:22 PM,116,26-01-2023
3479,1542,6:37:22 PM,130,26-01-2023
3480,1542,6:37:22 PM,123,26-01-2023
3481,1542,6:37:22 PM,106,26-01-2023
3482,1543,7:21:11 PM,124,26-01-2023
3483,1543,7:21:11 PM,106,26-01-2023
3484,1544,7:32:50 PM,111,26-01-2023
3485,1544,7:32:50 PM,122,26-01-2023
3486,1545,7:33:23 PM,109,26-01-2023
3487,1546,7:42:41 PM,105,26-01-2023
3488,1547,8:58:38 PM,110,26-01-2023
3489,1547,8:58:38 PM,131,26-01-2023
3490,1548,8:59:51 PM,110,26-01-2023
3491,1548,8:59:51 PM,105,26-01-2023
3492,1549,9:12:55 PM,105,26-01-2023
3493,1550,9:23:19 PM,107,26-01-2023
3494,1550,9:23:19 PM,118,26-01-2023
3495,1551,9:37:51 PM,130,26-01-2023
3496,1552,11:23:30 AM,110,27-01-2023
3497,1553,11:47:40 AM,116,27-01-2023
3498,1554,11:57:19 AM,127,27-01-2023
3499,1554,11:57:19 AM,118,27-01-2023
3500,1554,11:57:19 AM,119,27-01-2023
3501,1555,12:07:54 PM,132,27-01-2023
3502,1556,12:19:15 PM,129,27-01-2023
3503,1556,12:19:15 PM,105,27-01-2023
3504,1557,12:21:21 PM,109,27-01-2023
3505,1558,12:27:55 PM,127,27-01-2023
3506,1558,12:27:55 PM,132,27-01-2023
3507,1559,12:34:12 PM,109,27-01-2023
3508,1560,12:56:17 PM,117,27-01-2023
3509,1560,12:56:17 PM,111,27-01-2023
3510,1561,12:56:35 PM,103,27-01-2023
3511,1562,1:00:08 PM,108,27-01-2023
3512,1563,1:04:38 PM,108,27-01-2023
3513,1563,1:04:38 PM,110,27-01-2023
3514,1564,1:05:50 PM,124,27-01-2023
3515,1564,1:05:50 PM,109,27-01-2023
3516,1564,1:05:50 PM,129,27-01-2023
3517,1564,1:05:50 PM,113,27-01-2023
3518,1565,1:21:20 PM,101,27-01-2023
3519,1565,1:21:20 PM,102,27-01-2023
3520,1565,1:21:20 PM,110,27-01-2023
3521,1565,1:21:20 PM,110,27-01-2023
3522,1566,1:23:02 PM,131,27-01-2023
3523,1567,1:31:08 PM,109,27-01-2023
3524,1567,1:31:08 PM,129,27-01-2023
3525,1567,1:31:08 PM,119,27-01-2023
3526,1568,1:38:46 PM,102,27-01-2023
3527,1568,1:38:46 PM,108,27-01-2023
3528,1568,1:38:46 PM,127,27-01-2023
3529,1568,1:38:46 PM,131,27-01-2023
3530,1569,1:38:50 PM,101,27-01-2023
3531,1569,1:38:50 PM,115,27-01-2023
3532,1569,1:38:50 PM,109,27-01-2023
3533,1569,1:38:50 PM,110,27-01-2023
3534,1569,1:38:50 PM,111,27-01-2023
3535,1569,1:38:50 PM,113,27-01-2023
3536,1569,1:38:50 PM,113,27-01-2023
3537,1569,1:38:50 PM,118,27-01-2023
3538,1569,1:38:50 PM,121,27-01-2023
3539,1569,1:38:50 PM,105,27-01-2023
3540,1569,1:38:50 PM,122,27-01-2023
3541,1569,1:38:50 PM,123,27-01-2023
3542,1569,1:38:50 PM,106,27-01-2023
3543,1570,1:49:25 PM,102,27-01-2023
3544,1571,2:32:25 PM,101,27-01-2023
3545,1572,2:33:38 PM,120,27-01-2023
3546,1572,2:33:38 PM,123,27-01-2023
3547,1572,2:33:38 PM,106,27-01-2023
3548,1573,2:39:50 PM,106,27-01-2023
3549,1574,3:32:22 PM,101,27-01-2023
3550,1574,3:32:22 PM,118,27-01-2023
3551,1574,3:32:22 PM,131,27-01-2023
3552,1575,3:37:13 PM,112,27-01-2023
3553,1576,3:44:22 PM,121,27-01-2023
3554,1576,3:44:22 PM,114,27-01-2023
3555,1577,3:48:27 PM,112,27-01-2023
3556,1578,4:07:40 PM,125,27-01-2023
3557,1578,4:07:40 PM,129,27-01-2023
3558,1578,4:07:40 PM,113,27-01-2023
3559,1578,4:07:40 PM,NULL,27-01-2023
3560,1579,4:19:56 PM,108,27-01-2023
3561,1579,4:19:56 PM,122,27-01-2023
3562,1580,4:27:31 PM,126,27-01-2023
3563,1580,4:27:31 PM,132,27-01-2023
3564,1581,4:28:38 PM,NULL,27-01-2023
3565,1582,4:34:55 PM,102,27-01-2023
3566,1582,4:34:55 PM,109,27-01-2023
3567,1582,4:34:55 PM,121,27-01-2023
3568,1582,4:34:55 PM,106,27-01-2023
3569,1583,5:01:03 PM,103,27-01-2023
3570,1583,5:01:03 PM,121,27-01-2023
3571,1584,5:08:55 PM,112,27-01-2023
3572,1584,5:08:55 PM,105,27-01-2023
3573,1585,5:14:26 PM,107,27-01-2023
3574,1585,5:14:26 PM,110,27-01-2023
3575,1585,5:14:26 PM,119,27-01-2023
3576,1586,5:15:31 PM,110,27-01-2023
3577,1586,5:15:31 PM,105,27-01-2023
3578,1586,5:15:31 PM,131,27-01-2023
3579,1587,5:26:55 PM,113,27-01-2023
3580,1588,5:29:19 PM,131,27-01-2023
3581,1588,5:29:19 PM,123,27-01-2023
3582,1589,5:46:02 PM,128,27-01-2023
3583,1589,5:46:02 PM,121,27-01-2023
3584,1589,5:46:02 PM,105,27-01-2023
3585,1590,5:56:16 PM,103,27-01-2023
3586,1590,5:56:16 PM,111,27-01-2023
3587,1590,5:56:16 PM,113,27-01-2023
3588,1590,5:56:16 PM,130,27-01-2023
3589,1591,6:00:16 PM,107,27-01-2023
3590,1591,6:00:16 PM,102,27-01-2023
3591,1591,6:00:16 PM,125,27-01-2023
3592,1591,6:00:16 PM,120,27-01-2023
3593,1592,6:02:51 PM,104,27-01-2023
3594,1593,6:06:25 PM,116,27-01-2023
3595,1593,6:06:25 PM,119,27-01-2023
3596,1593,6:06:25 PM,122,27-01-2023
3597,1593,6:06:25 PM,114,27-01-2023
3598,1594,6:16:02 PM,104,27-01-2023
3599,1595,6:17:38 PM,120,27-01-2023
3600,1595,6:17:38 PM,114,27-01-2023
3601,1596,6:22:07 PM,121,27-01-2023
3602,1596,6:22:07 PM,106,27-01-2023
3603,1597,6:22:23 PM,105,27-01-2023
3604,1598,6:31:26 PM,125,27-01-2023
3605,1598,6:31:26 PM,119,27-01-2023
3606,1599,6:33:59 PM,124,27-01-2023
3607,1599,6:33:59 PM,119,27-01-2023
3608,1600,6:37:54 PM,111,27-01-2023
3609,1600,6:37:54 PM,112,27-01-2023
3610,1601,6:48:01 PM,110,27-01-2023
3611,1601,6:48:01 PM,114,27-01-2023
3612,1602,6:49:15 PM,116,27-01-2023
3613,1602,6:49:15 PM,106,27-01-2023
3614,1603,7:16:45 PM,109,27-01-2023
3615,1604,8:05:01 PM,129,27-01-2023
3616,1604,8:05:01 PM,111,27-01-2023
3617,1605,8:05:27 PM,110,27-01-2023
3618,1605,8:05:27 PM,127,27-01-2023
3619,1606,8:07:37 PM,128,27-01-2023
3620,1606,8:07:37 PM,113,27-01-2023
3621,1607,8:09:27 PM,115,27-01-2023
3622,1607,8:09:27 PM,109,27-01-2023
3623,1607,8:09:27 PM,110,27-01-2023
3624,1608,8:10:32 PM,132,27-01-2023
3625,1609,8:17:48 PM,109,27-01-2023
3626,1609,8:17:48 PM,128,27-01-2023
3627,1610,8:43:11 PM,119,27-01-2023
3628,1611,9:03:04 PM,108,27-01-2023
3629,1611,9:03:04 PM,112,27-01-2023
3630,1611,9:03:04 PM,113,27-01-2023
3631,1611,9:03:04 PM,118,27-01-2023
3632,1612,9:03:29 PM,122,27-01-2023
3633,1612,9:03:29 PM,114,27-01-2023
3634,1613,9:05:59 PM,125,27-01-2023
3635,1613,9:05:59 PM,110,27-01-2023
3636,1613,9:05:59 PM,105,27-01-2023
3637,1613,9:05:59 PM,132,27-01-2023
3638,1614,10:10:01 PM,107,27-01-2023
3639,1614,10:10:01 PM,111,27-01-2023
3640,1615,10:11:38 PM,111,27-01-2023
3641,1616,10:22:25 PM,113,27-01-2023
3642,1616,10:22:25 PM,123,27-01-2023
3643,1617,10:25:26 PM,125,27-01-2023
3644,1617,10:25:26 PM,118,27-01-2023
3645,1618,11:28:33 AM,107,28-01-2023
3646,1618,11:28:33 AM,104,28-01-2023
3647,1618,11:28:33 AM,113,28-01-2023
3648,1618,11:28:33 AM,120,28-01-2023
3649,1619,11:36:34 AM,101,28-01-2023
3650,1619,11:36:34 AM,108,28-01-2023
3651,1620,11:38:50 AM,118,28-01-2023
3652,1620,11:38:50 AM,122,28-01-2023
3653,1621,11:43:54 AM,107,28-01-2023
3654,1622,11:49:42 AM,115,28-01-2023
3655,1622,11:49:42 AM,122,28-01-2023
3656,1623,11:50:41 AM,117,28-01-2023
3657,1624,11:55:46 AM,102,28-01-2023
3658,1625,11:58:42 AM,117,28-01-2023
3659,1626,12:04:16 PM,109,28-01-2023
3660,1627,12:09:40 PM,101,28-01-2023
3661,1628,12:16:39 PM,115,28-01-2023
3662,1628,12:16:39 PM,125,28-01-2023
3663,1628,12:16:39 PM,131,28-01-2023
3664,1629,12:17:09 PM,108,28-01-2023
3665,1629,12:17:09 PM,118,28-01-2023
3666,1629,12:17:09 PM,106,28-01-2023
3667,1630,12:19:50 PM,124,28-01-2023
3668,1630,12:19:50 PM,126,28-01-2023
3669,1630,12:19:50 PM,113,28-01-2023
3670,1631,12:20:11 PM,108,28-01-2023
3671,1631,12:20:11 PM,132,28-01-2023
3672,1632,12:20:31 PM,112,28-01-2023
3673,1632,12:20:31 PM,122,28-01-2023
3674,1632,12:20:31 PM,131,28-01-2023
3675,1633,12:45:52 PM,113,28-01-2023
3676,1633,12:45:52 PM,120,28-01-2023
3677,1633,12:45:52 PM,130,28-01-2023
3678,1634,12:47:43 PM,126,28-01-2023
3679,1635,1:07:37 PM,107,28-01-2023
3680,1636,1:07:52 PM,132,28-01-2023
3681,1637,1:21:08 PM,101,28-01-2023
3682,1637,1:21:08 PM,108,28-01-2023
3683,1637,1:21:08 PM,120,28-01-2023
3684,1638,1:34:25 PM,110,28-01-2023
3685,1638,1:34:25 PM,129,28-01-2023
3686,1638,1:34:25 PM,131,28-01-2023
3687,1638,1:34:25 PM,NULL,28-01-2023
3688,1639,1:37:57 PM,101,28-01-2023
3689,1639,1:37:57 PM,104,28-01-2023
3690,1639,1:37:57 PM,109,28-01-2023
3691,1639,1:37:57 PM,109,28-01-2023
3692,1639,1:37:57 PM,109,28-01-2023
3693,1639,1:37:57 PM,118,28-01-2023
3694,1639,1:37:57 PM,119,28-01-2023
3695,1639,1:37:57 PM,NULL,28-01-2023
3696,1640,1:45:42 PM,131,28-01-2023
3697,1641,2:21:48 PM,108,28-01-2023
3698,1641,2:21:48 PM,113,28-01-2023
3699,1642,2:26:49 PM,102,28-01-2023
3700,1642,2:26:49 PM,108,28-01-2023
3701,1642,2:26:49 PM,121,28-01-2023
3702,1642,2:26:49 PM,105,28-01-2023
3703,1643,2:46:45 PM,102,28-01-2023
3704,1643,2:46:45 PM,103,28-01-2023
3705,1643,2:46:45 PM,111,28-01-2023
3706,1644,3:01:14 PM,101,28-01-2023
3707,1644,3:01:14 PM,101,28-01-2023
3708,1644,3:01:14 PM,108,28-01-2023
3709,1645,3:16:01 PM,132,28-01-2023
3710,1646,3:28:30 PM,101,28-01-2023
3711,1646,3:28:30 PM,110,28-01-2023
3712,1646,3:28:30 PM,111,28-01-2023
3713,1647,3:29:24 PM,125,28-01-2023
3714,1648,3:43:15 PM,117,28-01-2023
3715,1648,3:43:15 PM,129,28-01-2023
3716,1648,3:43:15 PM,105,28-01-2023
3717,1648,3:43:15 PM,122,28-01-2023
3718,1649,4:26:11 PM,116,28-01-2023
3719,1650,4:35:45 PM,101,28-01-2023
3720,1650,4:35:45 PM,102,28-01-2023
3721,1650,4:35:45 PM,110,28-01-2023
3722,1650,4:35:45 PM,105,28-01-2023
3723,1651,4:40:16 PM,127,28-01-2023
3724,1652,4:56:19 PM,106,28-01-2023
3725,1652,4:56:19 PM,132,28-01-2023
3726,1653,5:28:53 PM,107,28-01-2023
3727,1653,5:28:53 PM,129,28-01-2023
3728,1654,5:31:36 PM,120,28-01-2023
3729,1654,5:31:36 PM,122,28-01-2023
3730,1655,6:15:14 PM,101,28-01-2023
3731,1655,6:15:14 PM,121,28-01-2023
3732,1655,6:15:14 PM,122,28-01-2023
3733,1656,6:15:57 PM,109,28-01-2023
3734,1656,6:15:57 PM,112,28-01-2023
3735,1656,6:15:57 PM,131,28-01-2023
3736,1656,6:15:57 PM,114,28-01-2023
3737,1657,6:24:14 PM,101,28-01-2023
3738,1657,6:24:14 PM,131,28-01-2023
3739,1658,6:44:20 PM,108,28-01-2023
3740,1658,6:44:20 PM,121,28-01-2023
3741,1659,6:48:06 PM,124,28-01-2023
3742,1659,6:48:06 PM,110,28-01-2023
3743,1659,6:48:06 PM,112,28-01-2023
3744,1659,6:48:06 PM,120,28-01-2023
3745,1660,7:00:12 PM,107,28-01-2023
3746,1661,7:05:34 PM,103,28-01-2023
3747,1661,7:05:34 PM,111,28-01-2023
3748,1662,7:54:25 PM,111,28-01-2023
3749,1663,8:46:18 PM,127,28-01-2023
3750,1663,8:46:18 PM,127,28-01-2023
3751,1663,8:46:18 PM,120,28-01-2023
3752,1663,8:46:18 PM,106,28-01-2023
3753,1664,9:09:10 PM,129,28-01-2023
3754,1665,9:24:32 PM,120,28-01-2023
3755,1665,9:24:32 PM,106,28-01-2023
3756,1666,9:28:58 PM,120,28-01-2023
3757,1667,9:41:42 PM,111,28-01-2023
3758,1668,10:28:44 PM,107,28-01-2023
3759,1668,10:28:44 PM,109,28-01-2023
3760,1668,10:28:44 PM,113,28-01-2023
3761,1669,11:43:36 AM,104,29-01-2023
3762,1670,11:52:11 AM,124,29-01-2023
3763,1670,11:52:11 AM,105,29-01-2023
3764,1670,11:52:11 AM,122,29-01-2023
3765,1670,11:52:11 AM,132,29-01-2023
3766,1671,11:55:01 AM,101,29-01-2023
3767,1671,11:55:01 AM,102,29-01-2023
3768,1672,12:14:46 PM,130,29-01-2023
3769,1673,12:19:02 PM,129,29-01-2023
3770,1674,12:26:17 PM,124,29-01-2023
3771,1675,12:26:53 PM,109,29-01-2023
3772,1675,12:26:53 PM,113,29-01-2023
3773,1675,12:26:53 PM,120,29-01-2023
3774,1675,12:26:53 PM,122,29-01-2023
3775,1676,12:39:31 PM,125,29-01-2023
3776,1677,12:45:39 PM,104,29-01-2023
3777,1678,1:06:51 PM,113,29-01-2023
3778,1679,1:08:52 PM,116,29-01-2023
3779,1680,1:10:44 PM,NULL,29-01-2023
3780,1681,1:23:39 PM,101,29-01-2023
3781,1681,1:23:39 PM,102,29-01-2023
3782,1682,1:27:10 PM,101,29-01-2023
3783,1682,1:27:10 PM,113,29-01-2023
3784,1683,1:27:41 PM,129,29-01-2023
3785,1684,1:33:16 PM,101,29-01-2023
3786,1684,1:33:16 PM,107,29-01-2023
3787,1684,1:33:16 PM,113,29-01-2023
3788,1684,1:33:16 PM,120,29-01-2023
3789,1684,1:33:16 PM,121,29-01-2023
3790,1684,1:33:16 PM,106,29-01-2023
3791,1685,1:36:52 PM,101,29-01-2023
3792,1685,1:36:52 PM,102,29-01-2023
3793,1685,1:36:52 PM,124,29-01-2023
3794,1685,1:36:52 PM,110,29-01-2023
3795,1685,1:36:52 PM,117,29-01-2023
3796,1685,1:36:52 PM,128,29-01-2023
3797,1685,1:36:52 PM,128,29-01-2023
3798,1685,1:36:52 PM,111,29-01-2023
3799,1685,1:36:52 PM,118,29-01-2023
3800,1685,1:36:52 PM,120,29-01-2023
3801,1685,1:36:52 PM,120,29-01-2023
3802,1685,1:36:52 PM,105,29-01-2023
3803,1685,1:36:52 PM,106,29-01-2023
3804,1686,1:37:50 PM,124,29-01-2023
3805,1686,1:37:50 PM,110,29-01-2023
3806,1686,1:37:50 PM,119,29-01-2023
3807,1686,1:37:50 PM,132,29-01-2023
3808,1687,1:39:42 PM,118,29-01-2023
3809,1687,1:39:42 PM,106,29-01-2023
3810,1688,1:42:20 PM,113,29-01-2023
3811,1689,1:51:07 PM,131,29-01-2023
3812,1690,1:55:35 PM,125,29-01-2023
3813,1691,2:13:32 PM,110,29-01-2023
3814,1692,2:24:36 PM,127,29-01-2023
3815,1693,2:28:24 PM,127,29-01-2023
3816,1694,2:39:52 PM,102,29-01-2023
3817,1695,3:11:01 PM,120,29-01-2023
3818,1695,3:11:01 PM,106,29-01-2023
3819,1696,3:26:55 PM,101,29-01-2023
3820,1696,3:26:55 PM,129,29-01-2023
3821,1697,4:01:52 PM,108,29-01-2023
3822,1697,4:01:52 PM,119,29-01-2023
3823,1698,4:04:23 PM,117,29-01-2023
3824,1698,4:04:23 PM,119,29-01-2023
3825,1698,4:04:23 PM,120,29-01-2023
3826,1699,4:05:53 PM,105,29-01-2023
3827,1700,4:07:41 PM,116,29-01-2023
3828,1701,4:40:57 PM,111,29-01-2023
3829,1702,4:48:09 PM,104,29-01-2023
3830,1703,5:47:55 PM,101,29-01-2023
3831,1703,5:47:55 PM,119,29-01-2023
3832,1704,6:15:40 PM,103,29-01-2023
3833,1704,6:15:40 PM,117,29-01-2023
3834,1704,6:15:40 PM,121,29-01-2023
3835,1704,6:15:40 PM,132,29-01-2023
3836,1705,6:38:41 PM,110,29-01-2023
3837,1705,6:38:41 PM,129,29-01-2023
3838,1706,6:44:29 PM,129,29-01-2023
3839,1707,6:45:58 PM,110,29-01-2023
3840,1707,6:45:58 PM,113,29-01-2023
3841,1708,6:53:35 PM,117,29-01-2023
3842,1709,6:55:40 PM,101,29-01-2023
3843,1709,6:55:40 PM,118,29-01-2023
3844,1709,6:55:40 PM,NULL,29-01-2023
3845,1710,6:58:20 PM,102,29-01-2023
3846,1710,6:58:20 PM,125,29-01-2023
3847,1710,6:58:20 PM,109,29-01-2023
3848,1711,6:59:29 PM,125,29-01-2023
3849,1712,7:23:49 PM,102,29-01-2023
3850,1712,7:23:49 PM,117,29-01-2023
3851,1713,7:32:08 PM,127,29-01-2023
3852,1714,7:34:31 PM,112,29-01-2023
3853,1715,7:36:45 PM,124,29-01-2023
3854,1715,7:36:45 PM,109,29-01-2023
3855,1715,7:36:45 PM,113,29-01-2023
3856,1715,7:36:45 PM,132,29-01-2023
3857,1716,8:05:12 PM,112,29-01-2023
3858,1716,8:05:12 PM,113,29-01-2023
3859,1717,8:15:35 PM,124,29-01-2023
3860,1718,8:15:51 PM,102,29-01-2023
3861,1718,8:15:51 PM,119,29-01-2023
3862,1718,8:15:51 PM,122,29-01-2023
3863,1718,8:15:51 PM,130,29-01-2023
3864,1719,8:23:41 PM,105,29-01-2023
3865,1720,8:37:53 PM,129,29-01-2023
3866,1720,8:37:53 PM,114,29-01-2023
3867,1721,8:38:52 PM,101,29-01-2023
3868,1721,8:38:52 PM,106,29-01-2023
3869,1722,8:41:46 PM,104,29-01-2023
3870,1723,8:50:55 PM,115,29-01-2023
3871,1724,9:04:42 PM,122,29-01-2023
3872,1725,9:27:53 PM,109,29-01-2023
3873,1725,9:27:53 PM,130,29-01-2023
3874,1726,10:44:10 PM,108,29-01-2023
3875,1726,10:44:10 PM,112,29-01-2023
3876,1727,11:25:25 AM,113,30-01-2023
3877,1727,11:25:25 AM,106,30-01-2023
3878,1728,11:30:32 AM,129,30-01-2023
3879,1728,11:30:32 AM,119,30-01-2023
3880,1729,11:37:42 AM,108,30-01-2023
3881,1730,11:39:14 AM,109,30-01-2023
3882,1730,11:39:14 AM,117,30-01-2023
3883,1730,11:39:14 AM,119,30-01-2023
3884,1731,12:17:29 PM,120,30-01-2023
3885,1732,12:20:46 PM,101,30-01-2023
3886,1732,12:20:46 PM,107,30-01-2023
3887,1732,12:20:46 PM,119,30-01-2023
3888,1733,12:26:56 PM,110,30-01-2023
3889,1734,12:36:42 PM,101,30-01-2023
3890,1734,12:36:42 PM,107,30-01-2023
3891,1734,12:36:42 PM,102,30-01-2023
3892,1734,12:36:42 PM,103,30-01-2023
3893,1734,12:36:42 PM,104,30-01-2023
3894,1734,12:36:42 PM,108,30-01-2023
3895,1734,12:36:42 PM,125,30-01-2023
3896,1734,12:36:42 PM,117,30-01-2023
3897,1734,12:36:42 PM,129,30-01-2023
3898,1734,12:36:42 PM,120,30-01-2023
3899,1734,12:36:42 PM,122,30-01-2023
3900,1734,12:36:42 PM,106,30-01-2023
3901,1734,12:36:42 PM,106,30-01-2023
3902,1735,12:59:38 PM,102,30-01-2023
3903,1736,1:34:18 PM,113,30-01-2023
3904,1737,1:41:21 PM,116,30-01-2023
3905,1737,1:41:21 PM,103,30-01-2023
3906,1737,1:41:21 PM,104,30-01-2023
3907,1738,1:46:49 PM,101,30-01-2023
3908,1738,1:46:49 PM,109,30-01-2023
3909,1738,1:46:49 PM,117,30-01-2023
3910,1738,1:46:49 PM,127,30-01-2023
3911,1739,1:49:56 PM,101,30-01-2023
3912,1739,1:49:56 PM,101,30-01-2023
3913,1740,2:14:17 PM,103,30-01-2023
3914,1741,2:19:34 PM,120,30-01-2023
3915,1742,2:23:30 PM,124,30-01-2023
3916,1743,2:25:35 PM,121,30-01-2023
3917,1744,2:26:51 PM,101,30-01-2023
3918,1744,2:26:51 PM,108,30-01-2023
3919,1744,2:26:51 PM,118,30-01-2023
3920,1745,2:43:16 PM,115,30-01-2023
3921,1745,2:43:16 PM,108,30-01-2023
3922,1745,2:43:16 PM,126,30-01-2023
3923,1745,2:43:16 PM,123,30-01-2023
3924,1746,3:07:16 PM,108,30-01-2023
3925,1747,3:17:51 PM,113,30-01-2023
3926,1747,3:17:51 PM,NULL,30-01-2023
3927,1748,3:32:57 PM,102,30-01-2023
3928,1749,4:02:56 PM,130,30-01-2023
3929,1749,4:02:56 PM,123,30-01-2023
3930,1749,4:02:56 PM,NULL,30-01-2023
3931,1750,4:12:42 PM,101,30-01-2023
3932,1750,4:12:42 PM,128,30-01-2023
3933,1751,4:49:58 PM,102,30-01-2023
3934,1751,4:49:58 PM,125,30-01-2023
3935,1752,4:51:01 PM,127,30-01-2023
3936,1752,4:51:01 PM,122,30-01-2023
3937,1753,4:53:40 PM,102,30-01-2023
3938,1753,4:53:40 PM,123,30-01-2023
3939,1754,5:11:32 PM,101,30-01-2023
3940,1754,5:11:32 PM,103,30-01-2023
3941,1754,5:11:32 PM,127,30-01-2023
3942,1754,5:11:32 PM,105,30-01-2023
3943,1755,5:22:31 PM,109,30-01-2023
3944,1755,5:22:31 PM,114,30-01-2023
3945,1756,5:30:17 PM,128,30-01-2023
3946,1757,5:32:30 PM,108,30-01-2023
3947,1757,5:32:30 PM,110,30-01-2023
3948,1758,5:38:25 PM,105,30-01-2023
3949,1758,5:38:25 PM,132,30-01-2023
3950,1759,5:49:25 PM,117,30-01-2023
3951,1759,5:49:25 PM,129,30-01-2023
3952,1759,5:49:25 PM,119,30-01-2023
3953,1759,5:49:25 PM,131,30-01-2023
3954,1760,6:00:46 PM,126,30-01-2023
3955,1761,6:02:30 PM,108,30-01-2023
3956,1762,6:14:18 PM,110,30-01-2023
3957,1763,6:24:28 PM,125,30-01-2023
3958,1764,6:24:57 PM,127,30-01-2023
3959,1764,6:24:57 PM,121,30-01-2023
3960,1764,6:24:57 PM,130,30-01-2023
3961,1765,6:32:30 PM,127,30-01-2023
3962,1765,6:32:30 PM,129,30-01-2023
3963,1766,6:50:13 PM,129,30-01-2023
3964,1767,7:03:49 PM,102,30-01-2023
3965,1767,7:03:49 PM,108,30-01-2023
3966,1767,7:03:49 PM,124,30-01-2023
